fact_id,data_value,low_confidence_limit,high_confidence_limit,location_id,topic_id,class_id,year_start,year_end,question_id,stratification1_id,stratification2_id,stratification_categoryid2
BRFSS~2015~2015~20~Q08~TOC01~AGE~RACE,4.3,4.1,4.5,20,TOC01,C01,2015,2015,Q08,AGE_OVERALL,WHT,RACE
BRFSS~2018~2018~20~Q35~TOC03~AGE~RACE,6.8,3.8,9.8,20,TOC03,C01,2018,2018,Q35,65PLUS,BLK,RACE
BRFSS~2019~2019~18~Q08~TOC01~AGE~RACE,5.3,4.9,5.7,18,TOC01,C01,2019,2019,Q08,65PLUS,WHT,RACE
BRFSS~2019~2019~21~Q08~TOC01~AGE~GENDER,6.9,6.1,7.8,21,TOC01,C01,2019,2019,Q08,AGE_OVERALL,MALE,GENDER
BRFSS~2018~2018~17~Q35~TOC03~AGE~GENDER,6.9,5.5,8.4,17,TOC03,C01,2018,2018,Q35,65PLUS,MALE,GENDER
BRFSS~2016~2016~18~Q35~TOC03~AGE~GENDER,6.8,6.0,7.5,18,TOC03,C01,2016,2016,Q35,5064,FEMALE,GENDER
BRFSS~2017~2017~22~Q08~TOC01~AGE~RACE,5.9,5.4,6.5,22,TOC01,C01,2017,2017,Q08,AGE_OVERALL,WHT,RACE
BRFSS~2016~2016~21~Q35~TOC03~AGE~GENDER,8.8,7.4,10.2,21,TOC03,C01,2016,2016,Q35,5064,MALE,GENDER
BRFSS~2016~2016~22~Q08~TOC01~AGE~RACE,5.6,2.3,8.8,22,TOC01,C01,2016,2016,Q08,AGE_OVERALL,HIS,RACE
BRFSS~2015~2015~20~Q08~TOC01~AGE~OVERALL,4.3,4.0,4.5,20,TOC01,C01,2015,2015,Q08,5064,OVERALL,OVERALL
BRFSS~2016~2016~20~Q35~TOC03~AGE~GENDER,6.4,5.5,7.4,20,TOC03,C01,2016,2016,Q35,5064,MALE,GENDER
BRFSS~2016~2016~21~Q35~TOC03~AGE~OVERALL,7.2,6.4,8.0,21,TOC03,C01,2016,2016,Q35,65PLUS,OVERALL,OVERALL
BRFSS~2016~2016~20~Q35~TOC03~AGE~RACE,5.1,4.6,5.7,20,TOC03,C01,2016,2016,Q35,65PLUS,WHT,RACE
BRFSS~2017~2017~22~Q08~TOC01~AGE~RACE,7.5,6.5,8.6,22,TOC01,C01,2017,2017,Q08,AGE_OVERALL,BLK,RACE
BRFSS~2019~2019~20~Q35~TOC03~AGE~RACE,6.0,5.4,6.6,20,TOC03,C01,2019,2019,Q35,5064,WHT,RACE
BRFSS~2019~2019~20~Q08~TOC01~AGE~RACE,7.4,4.7,10.1,20,TOC01,C01,2019,2019,Q08,5064,BLK,RACE
BRFSS~2017~2017~18~Q35~TOC03~AGE~GENDER,6.9,6.3,7.6,18,TOC03,C01,2017,2017,Q35,AGE_OVERALL,MALE,GENDER
BRFSS~2018~2018~17~Q08~TOC01~AGE~OVERALL,5.1,4.5,5.7,17,TOC01,C01,2018,2018,Q08,5064,OVERALL,OVERALL
BRFSS~2017~2017~20~Q35~TOC03~AGE~GENDER,5.9,5.4,6.5,20,TOC03,C01,2017,2017,Q35,5064,FEMALE,GENDER
BRFSS~2017~2017~18~Q08~TOC01~AGE~RACE,5.4,5.1,5.6,18,TOC01,C01,2017,2017,Q08,AGE_OVERALL,WHT,RACE
BRFSS~2018~2018~20~Q35~TOC03~AGE~GENDER,6.7,6.0,7.4,20,TOC03,C01,2018,2018,Q35,AGE_OVERALL,MALE,GENDER
BRFSS~2018~2018~21~Q35~TOC03~AGE~GENDER,6.9,5.2,8.6,21,TOC03,C01,2018,2018,Q35,65PLUS,MALE,GENDER
BRFSS~2016~2016~21~Q08~TOC01~AGE~GENDER,7.1,6.3,7.8,21,TOC01,C01,2016,2016,Q08,65PLUS,FEMALE,GENDER
BRFSS~2019~2019~21~Q08~TOC01~AGE~GENDER,7.7,6.4,8.9,21,TOC01,C01,2019,2019,Q08,5064,MALE,GENDER
BRFSS~2019~2019~18~Q35~TOC03~AGE~RACE,8.3,6.1,10.6,18,TOC03,C01,2019,2019,Q35,AGE_OVERALL,BLK,RACE
BRFSS~2019~2019~22~Q35~TOC03~AGE~RACE,8.3,7.1,9.5,22,TOC03,C01,2019,2019,Q35,5064,WHT,RACE
BRFSS~2017~2017~18~Q08~TOC01~AGE~RACE,6.3,4.4,8.3,18,TOC01,C01,2017,2017,Q08,AGE_OVERALL,HIS,RACE
BRFSS~2015~2015~18~Q35~TOC03~AGE~GENDER,6.9,5.9,7.9,18,TOC03,C01,2015,2015,Q35,AGE_OVERALL,MALE,GENDER
BRFSS~2018~2018~18~Q35~TOC03~AGE~GENDER,6.4,5.3,7.5,18,TOC03,C01,2018,2018,Q35,5064,MALE,GENDER
BRFSS~2016~2016~18~Q35~TOC03~AGE~RACE,7.0,6.4,7.7,18,TOC03,C01,2016,2016,Q35,5064,WHT,RACE
BRFSS~2019~2019~20~Q08~TOC01~AGE~RACE,6.2,4.4,7.9,20,TOC01,C01,2019,2019,Q08,AGE_OVERALL,BLK,RACE
BRFSS~2018~2018~21~Q08~TOC01~AGE~RACE,6.5,5.8,7.3,21,TOC01,C01,2018,2018,Q08,65PLUS,WHT,RACE
BRFSS~2019~2019~20~Q35~TOC03~AGE~OVERALL,5.9,5.4,6.5,20,TOC03,C01,2019,2019,Q35,65PLUS,OVERALL,OVERALL
BRFSS~2019~2019~18~Q35~TOC03~AGE~RACE,5.6,5.0,6.2,18,TOC03,C01,2019,2019,Q35,65PLUS,WHT,RACE
BRFSS~2018~2018~20~Q35~TOC03~AGE~OVERALL,5.7,5.1,6.3,20,TOC03,C01,2018,2018,Q35,65PLUS,OVERALL,OVERALL
BRFSS~2016~2016~21~Q35~TOC03~AGE~GENDER,8.4,7.4,9.4,21,TOC03,C01,2016,2016,Q35,AGE_OVERALL,MALE,GENDER
BRFSS~2018~2018~18~Q08~TOC01~AGE~GENDER,5.9,5.3,6.6,18,TOC01,C01,2018,2018,Q08,5064,FEMALE,GENDER
BRFSS~2015~2015~21~Q35~TOC03~AGE~GENDER,7.6,6.9,8.3,21,TOC03,C01,2015,2015,Q35,AGE_OVERALL,FEMALE,GENDER
BRFSS~2018~2018~18~Q08~TOC01~AGE~GENDER,5.1,4.6,5.6,18,TOC01,C01,2018,2018,Q08,AGE_OVERALL,MALE,GENDER
BRFSS~2018~2018~17~Q08~TOC01~AGE~RACE,7.1,5.3,9.0,17,TOC01,C01,2018,2018,Q08,AGE_OVERALL,BLK,RACE
BRFSS~2015~2015~20~Q08~TOC01~AGE~RACE,4.6,3.5,5.7,20,TOC01,C01,2015,2015,Q08,AGE_OVERALL,HIS,RACE
BRFSS~2016~2016~18~Q08~TOC01~AGE~RACE,4.1,1.8,6.4,18,TOC01,C01,2016,2016,Q08,5064,HIS,RACE
BRFSS~2016~2016~20~Q08~TOC01~AGE~OVERALL,4.5,4.2,4.8,20,TOC01,C01,2016,2016,Q08,65PLUS,OVERALL,OVERALL
BRFSS~2016~2016~20~Q08~TOC01~AGE~GENDER,4.0,3.5,4.5,20,TOC01,C01,2016,2016,Q08,5064,MALE,GENDER
BRFSS~2016~2016~21~Q08~TOC01~AGE~OVERALL,6.9,6.3,7.5,21,TOC01,C01,2016,2016,Q08,65PLUS,OVERALL,OVERALL
BRFSS~2017~2017~20~Q08~TOC01~AGE~RACE,4.6,4.4,4.8,20,TOC01,C01,2017,2017,Q08,AGE_OVERALL,WHT,RACE
BRFSS~2018~2018~21~Q08~TOC01~AGE~GENDER,6.5,5.6,7.3,21,TOC01,C01,2018,2018,Q08,65PLUS,FEMALE,GENDER
BRFSS~2016~2016~20~Q08~TOC01~AGE~RACE,6.2,4.6,7.7,20,TOC01,C01,2016,2016,Q08,AGE_OVERALL,BLK,RACE
BRFSS~2019~2019~20~Q35~TOC03~AGE~RACE,8.0,4.9,11.1,20,TOC03,C01,2019,2019,Q35,AGE_OVERALL,HIS,RACE
BRFSS~2018~2018~18~Q08~TOC01~AGE~RACE,7.8,5.8,9.7,18,TOC01,C01,2018,2018,Q08,5064,BLK,RACE
BRFSS~2015~2015~21~Q08~TOC01~AGE~RACE,5.6,4.1,7.2,21,TOC01,C01,2015,2015,Q08,AGE_OVERALL,BLK,RACE
BRFSS~2016~2016~21~Q08~TOC01~AGE~RACE,6.9,6.5,7.3,21,TOC01,C01,2016,2016,Q08,AGE_OVERALL,WHT,RACE
BRFSS~2018~2018~20~Q08~TOC01~AGE~RACE,6.4,5.0,7.9,20,TOC01,C01,2018,2018,Q08,AGE_OVERALL,BLK,RACE
BRFSS~2018~2018~17~Q35~TOC03~AGE~RACE,6.7,5.6,7.8,17,TOC03,C01,2018,2018,Q35,65PLUS,WHT,RACE
BRFSS~2017~2017~20~Q08~TOC01~AGE~RACE,6.6,4.4,8.7,20,TOC01,C01,2017,2017,Q08,AGE_OVERALL,NAA,RACE
BRFSS~2018~2018~18~Q08~TOC01~AGE~GENDER,5.4,4.7,6.1,18,TOC01,C01,2018,2018,Q08,65PLUS,MALE,GENDER
BRFSS~2017~2017~20~Q35~TOC03~AGE~RACE,8.2,6.5,9.9,20,TOC03,C01,2017,2017,Q35,AGE_OVERALL,BLK,RACE
BRFSS~2017~2017~21~Q08~TOC01~AGE~RACE,5.4,2.5,8.3,21,TOC01,C01,2017,2017,Q08,65PLUS,BLK,RACE
BRFSS~2017~2017~21~Q35~TOC03~AGE~OVERALL,7.9,7.2,8.7,21,TOC03,C01,2017,2017,Q35,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2017~2017~18~Q35~TOC03~AGE~RACE,5.1,2.8,7.4,18,TOC03,C01,2017,2017,Q35,5064,HIS,RACE
BRFSS~2017~2017~20~Q35~TOC03~AGE~RACE,5.6,5.3,5.9,20,TOC03,C01,2017,2017,Q35,AGE_OVERALL,WHT,RACE
BRFSS~2015~2015~20~Q35~TOC03~AGE~RACE,6.6,4.3,8.9,20,TOC03,C01,2015,2015,Q35,5064,HIS,RACE
BRFSS~2018~2018~21~Q35~TOC03~AGE~RACE,8.6,7.6,9.6,21,TOC03,C01,2018,2018,Q35,5064,WHT,RACE
BRFSS~2017~2017~18~Q08~TOC01~AGE~RACE,6.4,5.0,7.8,18,TOC01,C01,2017,2017,Q08,5064,BLK,RACE
BRFSS~2015~2015~18~Q35~TOC03~AGE~RACE,6.2,5.6,6.9,18,TOC03,C01,2015,2015,Q35,AGE_OVERALL,WHT,RACE
BRFSS~2016~2016~18~Q08~TOC01~AGE~RACE,5.0,4.6,5.3,18,TOC01,C01,2016,2016,Q08,65PLUS,WHT,RACE
BRFSS~2017~2017~18~Q35~TOC03~AGE~RACE,5.2,3.4,7.1,18,TOC03,C01,2017,2017,Q35,65PLUS,BLK,RACE
BRFSS~2016~2016~21~Q35~TOC03~AGE~GENDER,7.8,6.4,9.2,21,TOC03,C01,2016,2016,Q35,65PLUS,MALE,GENDER
BRFSS~2017~2017~21~Q08~TOC01~AGE~GENDER,7.0,6.4,7.7,21,TOC01,C01,2017,2017,Q08,AGE_OVERALL,FEMALE,GENDER
BRFSS~2018~2018~18~Q35~TOC03~AGE~RACE,6.6,5.8,7.4,18,TOC03,C01,2018,2018,Q35,5064,WHT,RACE
BRFSS~2017~2017~18~Q35~TOC03~AGE~GENDER,6.1,5.6,6.5,18,TOC03,C01,2017,2017,Q35,AGE_OVERALL,FEMALE,GENDER
BRFSS~2018~2018~20~Q08~TOC01~AGE~GENDER,5.4,4.8,5.9,20,TOC01,C01,2018,2018,Q08,5064,FEMALE,GENDER
BRFSS~2017~2017~21~Q08~TOC01~AGE~GENDER,7.9,6.6,9.1,21,TOC01,C01,2017,2017,Q08,65PLUS,MALE,GENDER
BRFSS~2019~2019~20~Q08~TOC01~AGE~OVERALL,4.9,4.5,5.3,20,TOC01,C01,2019,2019,Q08,65PLUS,OVERALL,OVERALL
BRFSS~2016~2016~20~Q35~TOC03~AGE~OVERALL,5.7,5.3,6.1,20,TOC03,C01,2016,2016,Q35,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2015~2015~18~Q35~TOC03~AGE~RACE,5.3,3.0,7.6,18,TOC03,C01,2015,2015,Q35,AGE_OVERALL,BLK,RACE
BRFSS~2018~2018~20~Q35~TOC03~AGE~GENDER,5.6,5.0,6.1,20,TOC03,C01,2018,2018,Q35,AGE_OVERALL,FEMALE,GENDER
BRFSS~2018~2018~18~Q08~TOC01~AGE~OVERALL,5.4,4.9,5.9,18,TOC01,C01,2018,2018,Q08,5064,OVERALL,OVERALL
BRFSS~2019~2019~20~Q35~TOC03~AGE~RACE,6.7,4.4,9.1,20,TOC03,C01,2019,2019,Q35,AGE_OVERALL,BLK,RACE
BRFSS~2017~2017~18~Q08~TOC01~AGE~OVERALL,5.6,5.3,5.8,18,TOC01,C01,2017,2017,Q08,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2019~2019~20~Q35~TOC03~AGE~RACE,7.5,4.3,10.6,20,TOC03,C01,2019,2019,Q35,5064,BLK,RACE
BRFSS~2015~2015~20~Q35~TOC03~AGE~RACE,5.6,5.2,6.0,20,TOC03,C01,2015,2015,Q35,65PLUS,WHT,RACE
BRFSS~2017~2017~20~Q08~TOC01~AGE~GENDER,5.2,4.9,5.5,20,TOC01,C01,2017,2017,Q08,AGE_OVERALL,FEMALE,GENDER
BRFSS~2019~2019~20~Q08~TOC01~AGE~GENDER,4.8,4.3,5.2,20,TOC01,C01,2019,2019,Q08,65PLUS,FEMALE,GENDER
BRFSS~2015~2015~21~Q08~TOC01~AGE~RACE,4.4,2.9,6.0,21,TOC01,C01,2015,2015,Q08,5064,BLK,RACE
BRFSS~2018~2018~21~Q35~TOC03~AGE~GENDER,9.9,8.4,11.5,21,TOC03,C01,2018,2018,Q35,5064,MALE,GENDER
BRFSS~2019~2019~22~Q08~TOC01~AGE~RACE,3.1,1.5,4.6,22,TOC01,C01,2019,2019,Q08,AGE_OVERALL,HIS,RACE
BRFSS~2019~2019~21~Q08~TOC01~AGE~RACE,7.8,7.0,8.6,21,TOC01,C01,2019,2019,Q08,5064,WHT,RACE
BRFSS~2018~2018~17~Q35~TOC03~AGE~GENDER,5.9,4.7,7.1,17,TOC03,C01,2018,2018,Q35,5064,MALE,GENDER
BRFSS~2019~2019~22~Q08~TOC01~AGE~GENDER,6.5,5.9,7.1,22,TOC01,C01,2019,2019,Q08,AGE_OVERALL,FEMALE,GENDER
BRFSS~2015~2015~21~Q08~TOC01~AGE~RACE,7.3,6.6,8.0,21,TOC01,C01,2015,2015,Q08,5064,WHT,RACE
BRFSS~2016~2016~18~Q35~TOC03~AGE~OVERALL,5.7,5.1,6.2,18,TOC03,C01,2016,2016,Q35,65PLUS,OVERALL,OVERALL
BRFSS~2016~2016~21~Q35~TOC03~AGE~RACE,7.0,6.2,7.9,21,TOC03,C01,2016,2016,Q35,65PLUS,WHT,RACE
BRFSS~2019~2019~18~Q08~TOC01~AGE~RACE,6.5,4.2,8.7,18,TOC01,C01,2019,2019,Q08,65PLUS,BLK,RACE
BRFSS~2019~2019~21~Q35~TOC03~AGE~OVERALL,7.9,7.2,8.6,21,TOC03,C01,2019,2019,Q35,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2017~2017~22~Q08~TOC01~AGE~GENDER,6.8,5.9,7.7,22,TOC01,C01,2017,2017,Q08,5064,FEMALE,GENDER
BRFSS~2016~2016~20~Q35~TOC03~AGE~RACE,6.0,3.0,9.1,20,TOC03,C01,2016,2016,Q35,AGE_OVERALL,HIS,RACE
BRFSS~2015~2015~18~Q08~TOC01~AGE~GENDER,5.6,5.1,6.1,18,TOC01,C01,2015,2015,Q08,AGE_OVERALL,FEMALE,GENDER
BRFSS~2016~2016~21~Q35~TOC03~AGE~RACE,6.7,3.9,9.4,21,TOC03,C01,2016,2016,Q35,65PLUS,BLK,RACE
BRFSS~2015~2015~22~Q08~TOC01~AGE~OVERALL,6.3,5.8,6.7,22,TOC01,C01,2015,2015,Q08,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2018~2018~17~Q35~TOC03~AGE~GENDER,5.8,5.0,6.5,17,TOC03,C01,2018,2018,Q35,AGE_OVERALL,FEMALE,GENDER
BRFSS~2019~2019~22~Q35~TOC03~AGE~OVERALL,7.0,6.0,8.1,22,TOC03,C01,2019,2019,Q35,65PLUS,OVERALL,OVERALL
BRFSS~2017~2017~18~Q35~TOC03~AGE~RACE,10.5,6.9,14.1,18,TOC03,C01,2017,2017,Q35,AGE_OVERALL,NAA,RACE
BRFSS~2018~2018~20~Q35~TOC03~AGE~OVERALL,6.3,5.7,6.9,20,TOC03,C01,2018,2018,Q35,5064,OVERALL,OVERALL
BRFSS~2019~2019~18~Q08~TOC01~AGE~GENDER,5.3,4.7,6.0,18,TOC01,C01,2019,2019,Q08,5064,MALE,GENDER
BRFSS~2019~2019~9002~Q35~TOC03~AGE~RACE,4.8,3.1,6.4,9002,TOC03,C01,2019,2019,Q35,65PLUS,HIS,RACE
BRFSS~2018~2018~17~Q35~TOC03~AGE~RACE,5.8,5.1,6.5,17,TOC03,C01,2018,2018,Q35,AGE_OVERALL,WHT,RACE
BRFSS~2019~2019~20~Q08~TOC01~AGE~RACE,9.1,5.6,12.5,20,TOC01,C01,2019,2019,Q08,AGE_OVERALL,NAA,RACE
BRFSS~2019~2019~20~Q35~TOC03~AGE~RACE,5.9,5.5,6.4,20,TOC03,C01,2019,2019,Q35,AGE_OVERALL,WHT,RACE
BRFSS~2016~2016~20~Q08~TOC01~AGE~GENDER,4.2,3.8,4.7,20,TOC01,C01,2016,2016,Q08,5064,FEMALE,GENDER
BRFSS~2015~2015~18~Q35~TOC03~AGE~OVERALL,6.5,5.7,7.3,18,TOC03,C01,2015,2015,Q35,5064,OVERALL,OVERALL
BRFSS~2015~2015~20~Q08~TOC01~AGE~RACE,7.1,4.8,9.5,20,TOC01,C01,2015,2015,Q08,AGE_OVERALL,NAA,RACE
BRFSS~2015~2015~18~Q35~TOC03~AGE~GENDER,5.8,4.9,6.8,18,TOC03,C01,2015,2015,Q35,5064,FEMALE,GENDER
BRFSS~2017~2017~21~Q35~TOC03~AGE~GENDER,9.3,7.5,11.1,21,TOC03,C01,2017,2017,Q35,5064,MALE,GENDER
BRFSS~2017~2017~18~Q35~TOC03~AGE~GENDER,5.7,4.9,6.6,18,TOC03,C01,2017,2017,Q35,65PLUS,MALE,GENDER
BRFSS~2017~2017~21~Q35~TOC03~AGE~RACE,7.4,6.3,8.5,21,TOC03,C01,2017,2017,Q35,65PLUS,WHT,RACE
BRFSS~2016~2016~20~Q08~TOC01~AGE~RACE,3.9,3.5,4.2,20,TOC01,C01,2016,2016,Q08,5064,WHT,RACE
BRFSS~2017~2017~20~Q35~TOC03~AGE~GENDER,5.3,4.7,5.8,20,TOC03,C01,2017,2017,Q35,65PLUS,FEMALE,GENDER
BRFSS~2015~2015~22~Q08~TOC01~AGE~OVERALL,6.6,5.9,7.3,22,TOC01,C01,2015,2015,Q08,65PLUS,OVERALL,OVERALL
BRFSS~2016~2016~18~Q08~TOC01~AGE~OVERALL,5.9,5.4,6.3,18,TOC01,C01,2016,2016,Q08,5064,OVERALL,OVERALL
BRFSS~2019~2019~18~Q35~TOC03~AGE~GENDER,6.1,5.4,6.9,18,TOC03,C01,2019,2019,Q35,AGE_OVERALL,MALE,GENDER
BRFSS~2016~2016~22~Q08~TOC01~AGE~GENDER,6.3,5.7,6.9,22,TOC01,C01,2016,2016,Q08,AGE_OVERALL,FEMALE,GENDER
BRFSS~2017~2017~18~Q08~TOC01~AGE~GENDER,5.5,5.1,6.0,18,TOC01,C01,2017,2017,Q08,65PLUS,FEMALE,GENDER
BRFSS~2016~2016~18~Q08~TOC01~AGE~GENDER,4.7,4.1,5.3,18,TOC01,C01,2016,2016,Q08,65PLUS,MALE,GENDER
BRFSS~2015~2015~21~Q35~TOC03~AGE~RACE,6.7,3.0,10.5,21,TOC03,C01,2015,2015,Q35,65PLUS,BLK,RACE
BRFSS~2019~2019~21~Q08~TOC01~AGE~OVERALL,6.2,5.6,6.9,21,TOC01,C01,2019,2019,Q08,65PLUS,OVERALL,OVERALL
BRFSS~2018~2018~17~Q08~TOC01~AGE~GENDER,5.4,4.4,6.4,17,TOC01,C01,2018,2018,Q08,5064,FEMALE,GENDER
BRFSS~2015~2015~21~Q35~TOC03~AGE~OVERALL,6.9,6.0,7.7,21,TOC03,C01,2015,2015,Q35,65PLUS,OVERALL,OVERALL
BRFSS~2015~2015~20~Q35~TOC03~AGE~GENDER,6.3,5.6,7.0,20,TOC03,C01,2015,2015,Q35,5064,MALE,GENDER
BRFSS~2018~2018~18~Q08~TOC01~AGE~GENDER,4.9,4.2,5.5,18,TOC01,C01,2018,2018,Q08,5064,MALE,GENDER
BRFSS~2018~2018~21~Q08~TOC01~AGE~GENDER,6.7,5.7,7.7,21,TOC01,C01,2018,2018,Q08,5064,MALE,GENDER
BRFSS~2019~2019~18~Q35~TOC03~AGE~GENDER,7.1,6.1,8.1,18,TOC03,C01,2019,2019,Q35,5064,MALE,GENDER
BRFSS~2016~2016~21~Q08~TOC01~AGE~RACE,6.9,6.3,7.5,21,TOC01,C01,2016,2016,Q08,5064,WHT,RACE
BRFSS~2016~2016~20~Q35~TOC03~AGE~RACE,5.6,5.2,6.0,20,TOC03,C01,2016,2016,Q35,AGE_OVERALL,WHT,RACE
BRFSS~2015~2015~22~Q08~TOC01~AGE~RACE,6.8,5.8,7.7,22,TOC01,C01,2015,2015,Q08,AGE_OVERALL,BLK,RACE
BRFSS~2015~2015~20~Q08~TOC01~AGE~RACE,5.5,4.4,6.6,20,TOC01,C01,2015,2015,Q08,AGE_OVERALL,BLK,RACE
BRFSS~2015~2015~21~Q08~TOC01~AGE~GENDER,7.6,6.8,8.4,21,TOC01,C01,2015,2015,Q08,65PLUS,FEMALE,GENDER
BRFSS~2018~2018~20~Q08~TOC01~AGE~GENDER,5.4,4.9,6.0,20,TOC01,C01,2018,2018,Q08,65PLUS,FEMALE,GENDER
BRFSS~2019~2019~21~Q08~TOC01~AGE~RACE,5.1,2.8,7.4,21,TOC01,C01,2019,2019,Q08,5064,BLK,RACE
BRFSS~2016~2016~9001~Q08~TOC01~AGE~OVERALL,4.9,4.6,5.1,9001,TOC01,C01,2016,2016,Q08,5064,OVERALL,OVERALL
BRFSS~2019~2019~22~Q35~TOC03~AGE~GENDER,8.6,7.5,9.8,22,TOC03,C01,2019,2019,Q35,5064,FEMALE,GENDER
BRFSS~2015~2015~22~Q08~TOC01~AGE~GENDER,5.7,5.0,6.4,22,TOC01,C01,2015,2015,Q08,AGE_OVERALL,MALE,GENDER
BRFSS~2018~2018~17~Q35~TOC03~AGE~RACE,8.2,6.1,10.2,17,TOC03,C01,2018,2018,Q35,5064,BLK,RACE
BRFSS~2016~2016~18~Q35~TOC03~AGE~GENDER,7.3,6.2,8.4,18,TOC03,C01,2016,2016,Q35,5064,MALE,GENDER
BRFSS~2018~2018~20~Q35~TOC03~AGE~GENDER,5.4,4.6,6.1,20,TOC03,C01,2018,2018,Q35,65PLUS,FEMALE,GENDER
BRFSS~2018~2018~9001~Q35~TOC03~AGE~GENDER,6.0,5.6,6.3,9001,TOC03,C01,2018,2018,Q35,AGE_OVERALL,FEMALE,GENDER
BRFSS~2019~2019~18~Q08~TOC01~AGE~OVERALL,5.7,5.4,6.0,18,TOC01,C01,2019,2019,Q08,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2018~2018~17~Q35~TOC03~AGE~GENDER,6.5,5.1,7.8,17,TOC03,C01,2018,2018,Q35,65PLUS,FEMALE,GENDER
BRFSS~2016~2016~18~Q35~TOC03~AGE~RACE,5.5,4.9,6.0,18,TOC03,C01,2016,2016,Q35,65PLUS,WHT,RACE
BRFSS~2019~2019~22~Q08~TOC01~AGE~GENDER,6.2,5.0,7.3,22,TOC01,C01,2019,2019,Q08,65PLUS,MALE,GENDER
BRFSS~2017~2017~22~Q08~TOC01~AGE~RACE,5.8,5.1,6.6,22,TOC01,C01,2017,2017,Q08,65PLUS,WHT,RACE
BRFSS~2016~2016~18~Q35~TOC03~AGE~GENDER,5.8,5.1,6.4,18,TOC03,C01,2016,2016,Q35,65PLUS,FEMALE,GENDER
BRFSS~2015~2015~21~Q35~TOC03~AGE~GENDER,7.6,6.6,8.6,21,TOC03,C01,2015,2015,Q35,AGE_OVERALL,MALE,GENDER
BRFSS~2017~2017~20~Q08~TOC01~AGE~GENDER,4.7,4.2,5.1,20,TOC01,C01,2017,2017,Q08,65PLUS,MALE,GENDER
BRFSS~2019~2019~18~Q35~TOC03~AGE~OVERALL,5.7,5.1,6.3,18,TOC03,C01,2019,2019,Q35,65PLUS,OVERALL,OVERALL
BRFSS~2017~2017~18~Q08~TOC01~AGE~OVERALL,5.3,5.0,5.7,18,TOC01,C01,2017,2017,Q08,65PLUS,OVERALL,OVERALL
BRFSS~2017~2017~22~Q08~TOC01~AGE~GENDER,6.3,5.2,7.5,22,TOC01,C01,2017,2017,Q08,65PLUS,MALE,GENDER
BRFSS~2016~2016~21~Q35~TOC03~AGE~GENDER,7.6,6.9,8.3,21,TOC03,C01,2016,2016,Q35,AGE_OVERALL,FEMALE,GENDER
BRFSS~2016~2016~20~Q35~TOC03~AGE~OVERALL,6.0,5.5,6.6,20,TOC03,C01,2016,2016,Q35,5064,OVERALL,OVERALL
BRFSS~2015~2015~18~Q08~TOC01~AGE~RACE,5.0,2.4,7.7,18,TOC01,C01,2015,2015,Q08,AGE_OVERALL,HIS,RACE
BRFSS~2018~2018~17~Q08~TOC01~AGE~RACE,4.2,3.6,4.9,17,TOC01,C01,2018,2018,Q08,5064,WHT,RACE
BRFSS~2018~2018~21~Q35~TOC03~AGE~GENDER,6.6,5.3,7.8,21,TOC03,C01,2018,2018,Q35,65PLUS,FEMALE,GENDER
BRFSS~2018~2018~20~Q35~TOC03~AGE~RACE,4.5,2.5,6.5,20,TOC03,C01,2018,2018,Q35,AGE_OVERALL,HIS,RACE
BRFSS~2019~2019~18~Q35~TOC03~AGE~GENDER,6.9,6.3,7.5,18,TOC03,C01,2019,2019,Q35,AGE_OVERALL,FEMALE,GENDER
BRFSS~2015~2015~20~Q08~TOC01~AGE~GENDER,4.4,4.1,4.6,20,TOC01,C01,2015,2015,Q08,AGE_OVERALL,MALE,GENDER
BRFSS~2018~2018~20~Q08~TOC01~AGE~RACE,9.1,5.3,12.9,20,TOC01,C01,2018,2018,Q08,AGE_OVERALL,NAA,RACE
BRFSS~2018~2018~18~Q35~TOC03~AGE~RACE,6.4,4.5,8.3,18,TOC03,C01,2018,2018,Q35,5064,BLK,RACE
BRFSS~2015~2015~21~Q08~TOC01~AGE~RACE,8.3,4.9,11.8,21,TOC01,C01,2015,2015,Q08,65PLUS,BLK,RACE
BRFSS~2016~2016~20~Q35~TOC03~AGE~GENDER,5.7,5.0,6.4,20,TOC03,C01,2016,2016,Q35,5064,FEMALE,GENDER
BRFSS~2015~2015~9001~Q35~TOC03~AGE~GENDER,5.5,5.2,5.7,9001,TOC03,C01,2015,2015,Q35,AGE_OVERALL,FEMALE,GENDER
BRFSS~2017~2017~22~Q08~TOC01~AGE~OVERALL,6.6,5.9,7.4,22,TOC01,C01,2017,2017,Q08,5064,OVERALL,OVERALL
BRFSS~2015~2015~9001~Q35~TOC03~AGE~RACE,6.0,4.5,7.5,9001,TOC03,C01,2015,2015,Q35,65PLUS,HIS,RACE
BRFSS~2017~2017~21~Q08~TOC01~AGE~RACE,7.2,6.4,8.1,21,TOC01,C01,2017,2017,Q08,65PLUS,WHT,RACE
BRFSS~2016~2016~21~Q35~TOC03~AGE~OVERALL,7.9,7.4,8.5,21,TOC03,C01,2016,2016,Q35,AGE_OVERALL,OVERALL,OVERALL
